Target Word,AI Prediction_Cosine,Hybrid Prediction_Cosine,Rule-Based Prediction,AI Prediction_Euclidean,Hybrid Prediction_Euclidean,Entropy Prediction,Steps
ÖLÇÜM,SÜRME,SÜRME,SÜRME,SÜRME,SÜRME,SÜRME,1
ÖLÇÜM,KÖMÜM,GÖMÜK,KÖMÜŞ,KÖMÜM,KÖMÜŞ,ÇÖKÜM,1
ÖLÇÜM,ÖLLÜM,ÖLÇÜM,ÖLÇÜM,ÖLLÜM,ÖLÇÜM,ÖLÇÜM,2
ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,3
ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,4
ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,ÖLÇÜM,5
BAKIR,ŞAKUL,ŞAKUL,ŞAKUL,ŞAKUL,ŞAKUL,ŞAKUL,1
BAKIR,TAKIT,YAKIT,MAKTA,TAKIT,YAKIT,MAKAT,1
BAKIR,SAKIM,RAKIM,DAKİK,SAKIM,RAKIM,ÇAKIN,2
BAKIR,ÇAKIR,ÇAKIR,VAKIF,ÇAKIR,ÇAKIR,BAKIR,3
BAKIR,ÇAKIR,BAKIR,SAKIN,ÇAKIR,BAKIR,BAKIR,4
BAKIR,BAKIR,BAKIR,ÇAKIR,BAKIR,BAKIR,BAKIR,5
PAPAZ,ULUMA,ULUMA,ULUMA,ULUMA,ULUMA,ULUMA,1
PAPAZ,AARAK,TARAŞ,BARİZ,AARAK,TARAK,TARAK,1
PAPAZ,KANAK,BAKAN,PATOZ,SANAN,SABAN,YABAN,2
PAPAZ,SAVAS,SAVAP,PAPAZ,HAVAŞ,HAVAİ,SAVAP,3
PAPAZ,PAPAP,YAPAY,PAPAZ,BAVAŞ,YAPAY,HAPAZ,4
PAPAZ,PAPAZ,PAPAZ,PAPAZ,ÇAPAZ,PAPAZ,PAPAZ,5
ESMER,İKMAL,İKMAL,İKMAL,İKMAL,İKMAL,İKMAL,1
ESMER,SEMEE,ŞEMSE,BOMBE,SEMEE,ŞEMSE,SEMER,1
ESMER,ESMEN,ESMER,FEMUR,ESMEN,ESMER,ESMER,2
ESMER,ESMER,ESMER,SÜMER,ESMER,ESMER,ESMER,3
ESMER,ESMER,ESMER,ESMER,ESMER,ESMER,ESMER,4
ESMER,ESMER,ESMER,ESMER,ESMER,ESMER,ESMER,5
YAĞLI,TUĞLA,TUĞLA,TUĞLA,TUĞLA,TUĞLA,TUĞLA,1
YAĞLI,BAĞLI,BAĞLI,DAĞLI,BAĞLI,BAĞLI,BAĞLI,1
YAĞLI,SAĞLI,ZAĞLI,ZAĞLI,SAĞLI,ZAĞLI,DAĞLI,2
YAĞLI,SAĞLI,DAĞLI,BAĞLI,SAĞLI,DAĞLI,YAĞLI,3
YAĞLI,BAĞLI,YAĞLI,YAĞLI,BAĞLI,YAĞLI,YAĞLI,4
YAĞLI,YAĞLI,YAĞLI,YAĞLI,YAĞLI,YAĞLI,YAĞLI,5
ÖZERK,TENİS,TENİS,TENİS,TENİS,TENİS,TENİS,1
ÖZERK,EÜLEE,ELEME,HAMEL,EÜLEE,GÜLEÇ,KAMER,1
ÖZERK,ARERA,OPERA,KROŞE,EAEME,MADDE,ÖREKE,2
ÖZERK,ÜZERK,ÖZERK,ÖZERK,EREOK,ÖZERK,ÖZERK,3
ÖZERK,ÖZERK,ÖZERK,ÖZERK,ÖRERK,ÖZERK,ÖZERK,4
ÖZERK,ÖZERK,ÖZERK,ÖZERK,ÖZERK,ÖZERK,ÖZERK,5
SEZGİ,BEYAN,BEYAN,BEYAN,BEYAN,BEYAN,BEYAN,1
SEZGİ,SELİE,SELEF,ZEHİR,SELİE,SEVİR,KERİM,1
SEZGİ,SERİİ,SERİK,MEVZİ,SELLİ,SESLİ,TELSİ,2
SEZGİ,SEVGİ,SEVGİ,TEZLİ,SEVKİ,SEÇKİ,SEVGİ,3
SEZGİ,SEZGİ,SEZGİ,SEZGİ,SEVGİ,SEZGİ,SEZGİ,4
SEZGİ,SEZGİ,SEZGİ,SEZGİ,SEZGİ,SEZGİ,SEZGİ,5
KUMAR,OYLUM,OYLUM,OYLUM,OYLUM,OYLUM,OYLUM,1
KUMAR,MUMAA,UZAMA,GURME,MUMAA,MUHAT,MURAT,1
KUMAR,MUMAN,TUMAN,ÇUMRA,KUMAK,SUMAK,HUMAR,2
KUMAR,KUMAK,KUMAŞ,KUMAR,KUMAN,KUMAN,KUMAR,3
KUMAR,KUMAK,KUMAR,KUMAR,KUMAÇ,KUMAŞ,KUMAR,4
KUMAR,KUMAR,KUMAR,KUMAR,KUMAÇ,KUMAR,KUMAR,5
BIYIK,İMROZ,İMROZ,İMROZ,İMROZ,İMROZ,İMROZ,1
BIYIK,KALAK,KALAK,KEPÇE,KALAK,KALAK,KETAL,1
BIYIK,SÜNEK,SÖNÜK,VICIK,SÜNEK,TÜNEK,ÇÖKÜŞ,2
BIYIK,BEDEK,BEBEK,YIKIK,SICIK,VICIK,CIVIK,3
BIYIK,BUCIK,BIYIK,BIYIK,SICIK,BIDIK,BIDIK,4
BIYIK,BIYIK,BIYIK,BIYIK,BICIK,BIÇIK,BIYIK,5
DOMUZ,MEMAT,MEMAT,MEMAT,MEMAT,MEMAT,MEMAT,1
DOMUZ,KİMÜK,KİMÜS,YUMRU,KİMÜK,KİMÜS,KOMŞU,1
DOMUZ,DUMUU,YUMRU,OLMUŞ,DUMUU,DUMUR,DOMUR,2
DOMUZ,DOMUN,DOMUZ,DOMUZ,DOMUN,DOMUZ,DOMUZ,3
DOMUZ,DOMUZ,DOMUZ,DOMUZ,DOMUZ,DOMUZ,DOMUZ,4
DOMUZ,DOMUZ,DOMUZ,DOMUZ,DOMUZ,DOMUZ,DOMUZ,5
TEMPO,İPÇİK,İPÇİK,İPÇİK,İPÇİK,İPÇİK,İPÇİK,1
TEMPO,SARAA,POSTA,STUPA,SARAA,SARPA,SERAP,1
TEMPO,TEPOZ,TROMP,TÖRPÜ,TELPE,ŞELPE,PELTE,2
TEMPO,TEPOZ,TEMPO,TEMPO,MENPO,TEMPO,TEMPO,3
TEMPO,TEMPO,TEMPO,TEMPO,TEMPO,TEMPO,TEMPO,4
TEMPO,TEMPO,TEMPO,TEMPO,TEMPO,TEMPO,TEMPO,5
ZARİF,JOKER,JOKER,JOKER,JOKER,JOKER,JOKER,1
ZARİF,AARAA,AVARA,VARIŞ,AARAA,AYRAÇ,SARAT,1
ZARİF,MARAN,MURAT,NARİN,SARİA,SARGI,BARLI,2
ZARİF,SARII,ZARCI,HARİS,MARİT,BARİT,MARİZ,3
ZARİF,ZARİZ,ZARİF,GARİP,VARİN,ZARİF,ZARİF,4
ZARİF,ZARİF,ZARİF,TARİZ,ZARİF,ZARİF,ZARİF,5
OLGUN,HAVAN,HAVAN,HAVAN,HAVAN,HAVAN,HAVAN,1
OLGUN,KELEN,EROİN,ÖLGÜN,KELEN,KOLON,KESİN,1
OLGUN,KOLUN,KOYUN,ELGİN,OLGON,OLGUN,BUGÜN,2
OLGUN,ONGUN,ONGUN,OLGUN,OLGUN,OLGUN,OLGUN,3
OLGUN,ONGUN,OLGUN,OLGUN,OLGUN,OLGUN,OLGUN,4
OLGUN,OLGUN,OLGUN,OLGUN,OLGUN,OLGUN,OLGUN,5
MAKUL,TALEP,TALEP,TALEP,TALEP,TALEP,TALEP,1
MAKUL,KAKLL,KAKÜL,ŞAMİL,KAKLL,KAKÜL,KAZIL,1
MAKUL,ÇAKAL,ÇAKAL,MASAL,ÇAKAL,ÇAKAL,SAKAL,2
MAKUL,SAKİL,SAKİL,MARUL,SAKİL,SAKİL,MAKUL,3
MAKUL,MAKUL,MAKUL,MAKUL,MAKUL,MAKUL,MAKUL,4
MAKUL,MAKUL,MAKUL,MAKUL,MAKUL,MAKUL,MAKUL,5
FIRÇA,KAÇTA,KAÇTA,KAÇTA,KAÇTA,KAÇTA,KAÇTA,1
FIRÇA,ÇORMA,FIRÇA,ÇOPRA,ÇORMA,ÇIVMA,RUHÇA,1
FIRÇA,FIRÇA,FIRÇA,RUHÇA,SIRÇA,SIRÇA,FIRÇA,2
FIRÇA,FIRÇA,FIRÇA,FIRÇA,FIRÇA,FIRÇA,FIRÇA,3
FIRÇA,FIRÇA,FIRÇA,FIRÇA,FIRÇA,FIRÇA,FIRÇA,4
FIRÇA,FIRÇA,FIRÇA,FIRÇA,FIRÇA,FIRÇA,FIRÇA,5
BÖLÜK,TÜYME,TÜYME,TÜYME,TÜYME,TÜYME,TÜYME,1
BÖLÜK,ÖÖLÜK,LÖPÜR,ÇÖZGÜ,ÖÖLÜK,KÖLÜK,ÖNLÜK,1
BÖLÜK,GÖLÜK,GÖLÜK,SÖKÜN,KÖLÜK,GÖLÜK,BÖLÜK,2
BÖLÜK,KÖLÜK,KÖLÜK,KÖRÜK,SÖLÜK,BÖLÜK,BÖLÜK,3
BÖLÜK,BÖLÜK,BÖLÜK,BÖLÜK,BÖLÜK,BÖLÜK,BÖLÜK,4
BÖLÜK,BÖLÜK,BÖLÜK,BÖLÜK,BÖLÜK,BÖLÜK,BÖLÜK,5
BALON,ZORBA,ZORBA,ZORBA,ZORBA,ZORBA,ZORBA,1
BALON,BAAOO,BANDO,KABLO,BAAOO,BALDO,KABLO,1
BALON,BASON,BATON,BALON,BALON,BALON,BALON,2
BALON,BALON,BALON,BALON,BALON,BALON,BALON,3
BALON,BALON,BALON,BALON,BALON,BALON,BALON,4
BALON,BALON,BALON,BALON,BALON,BALON,BALON,5
İPLİK,GİTME,GİTME,GİTME,GİTME,GİTME,GİTME,1
İPLİK,İARİİ,OFRİS,İHVAN,İARİİ,NARİN,KARNİ,1
İPLİK,KALİK,LAKİN,İPSİZ,İOLİK,KOLİK,İPÇİK,2
İPLİK,İİLİK,İKLİL,İPÇİK,İĞLİK,İĞLİK,İPLİK,3
İPLİK,İĞLİK,İĞLİK,İPLİK,İPLİK,İPLİK,İPLİK,4
İPLİK,İPLİK,İPLİK,İPLİK,İPLİK,İPLİK,İPLİK,5
ŞAFAK,CİHAT,CİHAT,CİHAT,CİHAT,CİHAT,CİHAT,1
ŞAFAK,KALAK,KALAK,ILGAZ,KALAK,KALAK,KALAN,1
ŞAFAK,SARAK,SARAK,KOÇAN,SARAK,SARAK,SAKAR,2
ŞAFAK,YAMAK,YAMAK,ŞAYAK,YAMAK,YAMAK,ŞAYAK,3
ŞAFAK,PANAK,ÇAPAK,ŞAKAK,PANAK,BANAK,ŞAFAK,4
ŞAFAK,BANAK,BANAK,ŞAFAK,PAPAK,PAPAK,ŞAFAK,5
GEREÇ,URBAN,URBAN,URBAN,URBAN,URBAN,URBAN,1
GEREÇ,KERER,EKLER,FİTRE,KERER,KELER,KERTİ,1
GEREÇ,SERET,TERES,VEREV,SERET,MERET,GERZE,2
GEREÇ,GEREM,GEREÇ,KEREM,SEREF,ŞEREF,GEREÇ,3
GEREÇ,GEREÇ,GEREÇ,GEREÇ,GEREV,VEREV,GEREÇ,4
GEREÇ,GEREÇ,GEREÇ,GEREÇ,GEREV,GEREÇ,GEREÇ,5
GÜBRE,ERBAŞ,ERBAŞ,ERBAŞ,ERBAŞ,ERBAŞ,ERBAŞ,1
GÜBRE,KEBER,GEBRE,KEBİR,KEBER,KEBİR,CEBRİ,1
GÜBRE,GİBRE,GÜBRE,OMBRE,RÜBRE,GÜBRE,GÜBRE,2
GÜBRE,GÜBRE,GÜBRE,GÜBRE,GÜBRE,GÜBRE,GÜBRE,3
GÜBRE,GÜBRE,GÜBRE,GÜBRE,GÜBRE,GÜBRE,GÜBRE,4
GÜBRE,GÜBRE,GÜBRE,GÜBRE,GÜBRE,GÜBRE,GÜBRE,5
YATAY,EVSAF,EVSAF,EVSAF,EVSAF,EVSAF,EVSAF,1
YATAY,KARAK,KARAY,BULAŞ,KARAK,BARAK,TARAK,1
YATAY,YALAY,MALAY,HODAN,TALAN,TALAN,BALAT,2
YATAY,HANAY,HANAY,İTMAM,BATAT,HAŞAT,HATAY,3
YATAY,HADAY,DADAY,ÜÇKAT,YATAY,YATAY,YATAY,4
YATAY,HATAY,YATAY,TATAR,YATAY,YATAY,YATAY,5
LOKMA,DONÖR,DONÖR,DONÖR,DONÖR,DONÖR,DONÖR,1
LOKMA,KOLAA,KOALA,HOTOZ,KOLAA,KOLAJ,KOLAY,1
LOKMA,SOLKA,POLKA,KOPAL,LOKLA,LOKMA,LOKMA,2
LOKMA,LOKÇA,LOKMA,LOKMA,LOKMA,LOKMA,LOKMA,3
LOKMA,LOKMA,LOKMA,LOKMA,LOKMA,LOKMA,LOKMA,4
LOKMA,LOKMA,LOKMA,LOKMA,LOKMA,LOKMA,LOKMA,5
ÇÖKÜŞ,KURAK,KURAK,KURAK,KURAK,KURAK,KURAK,1
ÇÖKÜŞ,SEKİE,SEKME,DİKEL,SEKİE,SEKTE,TEKİL,1
ÇÖKÜŞ,ÇİKÜN,İÇKİN,ÇÖKÜŞ,ÇİKÜM,BÜKÜM,ÇÖKÜŞ,2
ÇÖKÜŞ,ÇIKÜŞ,ÇIKIŞ,ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,3
ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,4
ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,ÇÖKÜŞ,5
DENEK,KOKOZ,KOKOZ,KOKOZ,KOKOZ,KOKOZ,KOKOZ,1
DENEK,SAKAK,FASKA,ÇİMEK,SAKAK,SALAK,SALİK,1
DENEK,BELEK,BELEK,YÜREK,BEREK,GEREK,ÖRDEK,2
DENEK,ÇEMEK,DEMEK,ŞELEK,ÇEMEK,DEMEK,DEMEK,3
DENEK,DENEK,DENEK,PETEK,DENEK,DENEK,DENEK,4
DENEK,DENEK,DENEK,SENEK,DENEK,DENEK,DENEK,5
MAFYA,LAĞIM,LAĞIM,LAĞIM,LAĞIM,LAĞIM,LAĞIM,1
MAFYA,MAMAA,MARAŞ,MAKTU,MAMAA,MAADA,MAKAT,1
MAFYA,MANTA,MAKTA,MASÖZ,MANKA,MAÇKA,MARYA,2
MAFYA,MANDA,MANDA,MARAŞ,MANRA,MANCA,MAFYA,3
MAFYA,MAADA,MAGMA,MAFYA,MARRA,MAHRA,MAFYA,4
MAFYA,MAADA,MAFYA,MAFYA,MAVTA,MAGMA,MAFYA,5
PASİF,BAĞLI,BAĞLI,BAĞLI,BAĞLI,BAĞLI,BAĞLI,1
PASİF,KARAA,KARAR,YANAY,KARAA,KARAR,KATAR,1
PASİF,MASİN,MATİZ,VARTO,MASİN,MASON,HAMSİ,2
PASİF,NASİN,NASİP,MAFİŞ,HASİT,FASİT,NASİP,3
PASİF,FASİF,PASİF,PASİF,FASİF,PASİF,PASİF,4
PASİF,PASİF,PASİF,PASİF,PASİP,PASİF,PASİF,5
KAZAK,İFHAM,İFHAM,İFHAM,İFHAM,İFHAM,İFHAM,1
KAZAK,KARAK,BARAK,ÇERAĞ,KARAK,BARAK,TARAK,1
KAZAK,KALAK,KALAK,GALAT,KALAK,KALAK,SAKAK,2
KAZAK,KAPAK,KAPAK,ŞAYAN,KAPAK,KAPAK,KABAK,3
KAZAK,KAPAK,KAÇAK,SAVAK,KAPAK,KAÇAK,KAÇAK,4
KAZAK,KAZAK,KAZAK,KABAK,KAZAK,KAZAK,KALAK,5
ÇIRAK,KAYIP,KAYIP,KAYIP,KAYIP,KAYIP,KAYIP,1
ÇIRAK,AIKAK,ÇIKAK,ISLAK,AIKAK,ÇIKAK,ÇIKAR,1
ÇIRAK,ÇIRAK,ÇIRAK,TIRAK,ÇIRAK,ÇIRAK,ÇIRAK,2
ÇIRAK,ÇIRAK,ÇIRAK,ŞIRAK,ÇIRAK,ÇIRAK,ÇIRAK,3
ÇIRAK,ÇIRAK,ÇIRAK,ÇIRAK,ÇIRAK,ÇIRAK,ÇIRAK,4
ÇIRAK,ÇIRAK,ÇIRAK,ÇIRAK,ÇIRAK,ÇIRAK,ÇIRAK,5
ATAMA,ÖTMEK,ÖTMEK,ÖTMEK,ÖTMEK,ÖTMEK,ÖTMEK,1
ATAMA,İTTAM,İTHAM,İTHAM,İTTAM,İTHAM,ATAMA,1
ATAMA,ATAMA,ATAMA,OTAMA,ATAMA,ATAMA,ATAMA,2
ATAMA,ATAMA,ATAMA,ATAMA,ATAMA,ATAMA,ATAMA,3
ATAMA,ATAMA,ATAMA,ATAMA,ATAMA,ATAMA,ATAMA,4
ATAMA,ATAMA,ATAMA,ATAMA,ATAMA,ATAMA,ATAMA,5
MÜJDE,SEHER,SEHER,SEHER,SEHER,SEHER,SEHER,1
MÜJDE,EALME,EDALI,AYEVİ,EALME,NAĞME,MAİLE,1
MÜJDE,DİNME,DİNME,BOMBE,MİMME,MİDYE,MONTE,2
MÜJDE,MÜDDE,MÜJDE,GÜTME,MÜBDE,MÜJDE,MÜJDE,3
MÜJDE,MÜJDE,MÜJDE,MÜJDE,MÜJDE,MÜJDE,MÜJDE,4
MÜJDE,MÜJDE,MÜJDE,MÜJDE,MÜJDE,MÜJDE,MÜJDE,5
İÇSEL,ŞEDİT,ŞEDİT,ŞEDİT,ŞEDİT,ŞEDİT,ŞEDİT,1
İÇSEL,İİİEE,İÇERİ,İSMEN,İİİEE,İRİCE,SİLME,1
İÇSEL,İŞLEK,İÇSEL,İÇSEL,İLEEK,İLMEK,ELİPS,2
İÇSEL,İSSEL,İÇSEL,İÇSEL,İÇLEL,İÇSEL,İÇSEL,3
İÇSEL,İÇSEL,İÇSEL,İÇSEL,İÇSEL,İÇSEL,İÇSEL,4
İÇSEL,İÇSEL,İÇSEL,İÇSEL,İÇSEL,İÇSEL,İÇSEL,5
AYGIT,ANGIÇ,ANGIÇ,ANGIÇ,ANGIÇ,ANGIÇ,ANGIÇ,1
AYGIT,ALGIÇ,AYGIT,AYGIR,ALGIÇ,AYGIT,ARGIT,1
AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,2
AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,3
AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,4
AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,AYGIT,5
RAHİP,YAHNİ,YAHNİ,YAHNİ,YAHNİ,YAHNİ,YAHNİ,1
RAHİP,SAHİR,BAHİS,KAHİR,SAHİR,SAHİP,TAHİR,1
RAHİP,MAHİL,VAHİM,RAHİP,TAHİP,RAHİP,RAHİM,2
RAHİP,TAHİL,LAHİT,RAHİP,RAHİP,RAHİP,RAHİP,3
RAHİP,KAHİR,KAHİR,RAHİP,RAHİP,RAHİP,RAHİP,4
RAHİP,RAHİP,RAHİP,RAHİP,RAHİP,RAHİP,RAHİP,5
İFLAS,KAYGI,KAYGI,KAYGI,KAYGI,KAYGI,KAYGI,1
İFLAS,AERAA,ARABA,FİNAL,AERAA,ABRAŞ,MİRAT,1
İFLAS,İELAN,ESLAF,İTLAF,İELAN,SELAM,İFLAS,2
İFLAS,İİLAF,İFLAS,İFLAS,İSLAS,İHLAS,İFLAS,3
İFLAS,İHLAS,İFLAS,İFLAS,İHLAS,İFLAS,İFLAS,4
İFLAS,İHLAS,İFLAS,İFLAS,İHLAS,İFLAS,İFLAS,5
HAKEM,ÇİRİŞ,ÇİRİŞ,ÇİRİŞ,ÇİRİŞ,ÇİRİŞ,ÇİRİŞ,1
HAKEM,KALAA,AKALA,PAHAL,KALAA,KALAN,KELAM,1
HAKEM,KAKAK,KOKAK,HAZIM,SAKIK,SAKIZ,HAKEM,2
HAKEM,SAKIT,SAKIT,HAKEM,MAKUT,YAKUT,HAKEM,3
HAKEM,MAKUN,VAKUM,HAKEM,MAKEE,HAKEM,HAKEM,4
HAKEM,HAKEM,HAKEM,HAKEM,HAKEM,HAKEM,HAKEM,5
BAVUL,RÜSVA,RÜSVA,RÜSVA,RÜSVA,RÜSVA,RÜSVA,1
BAVUL,AAVAN,LAVAJ,OVMAÇ,AAVAN,TAVAN,KAVAL,1
BAVUL,TAVLL,TAVLI,VALİZ,KAVİI,KAVİL,BAVUL,2
BAVUL,KAVUL,KAVİL,HAVLI,HAVUL,DAVUL,BAVUL,3
BAVUL,MAVUL,DAVUL,LAVUK,MAVUL,BAVUL,BAVUL,4
BAVUL,MAVUL,BAVUL,ŞAVUL,BAVUL,BAVUL,BAVUL,5
İŞTAH,KOŞAÇ,KOŞAÇ,KOŞAÇ,KOŞAÇ,KOŞAÇ,KOŞAÇ,1
İŞTAH,ŞARAŞ,ŞARAP,ŞİMAL,ŞARAŞ,ŞARAP,TARAŞ,1
İŞTAH,İELAŞ,İŞGAL,İŞTAH,İELAŞ,TELAŞ,İŞTAH,2
İŞTAH,İŞMAN,İŞTAH,İŞTAH,İŞTAŞ,İŞTAH,İŞTAH,3
İŞTAH,İSTAF,İŞTAH,İŞTAH,İSTAF,İŞTAH,İŞTAH,4
İŞTAH,İSTAH,İŞTAH,İŞTAH,İSTAH,İŞTAH,İŞTAH,5
BAHİS,VALLA,VALLA,VALLA,VALLA,VALLA,VALLA,1
BAHİS,KARIR,MADEM,MADDİ,KARIR,KARIŞ,KATIR,1
BAHİS,KARIK,KARIK,TABİR,MASİT,DASİT,HAMSİ,2
BAHİS,HANİN,TAHİN,BAZİK,SAHİS,BAHİS,SAHİH,3
BAHİS,SAHİH,SAHİH,BAHİS,HAHİS,BAHİS,BAHİS,4
BAHİS,SAHİS,BAHİS,BAHİS,BAHİS,BAHİS,BAHİS,5
FASIL,ÇÖKÜK,ÇÖKÜK,ÇÖKÜK,ÇÖKÜK,ÇÖKÜK,ÇÖKÜK,1
FASIL,SARAA,UZAMA,POTUR,SARAA,SARAT,MİRAT,1
FASIL,AARAN,BATON,DEĞİN,MASİS,MASİF,SANLI,2
FASIL,SARİI,HARİS,ALLAH,FASII,FASIL,FASIL,3
FASIL,SASII,SAPIŞ,GAZLI,FASIL,FASIL,FASIL,4
FASIL,HASIL,VASIL,FASIL,FASIL,FASIL,FASIL,5
SANCI,EKMEK,EKMEK,EKMEK,EKMEK,EKMEK,EKMEK,1
SANCI,SARAA,DUVAR,ZİRAİ,SARAA,VARDA,TİRAN,1
SANCI,AALİA,ALACA,BATON,SALİI,SALCI,SANCI,2
SANCI,SANCI,SANCI,DANIŞ,SANCI,SANCI,SANCI,3
SANCI,SANCI,SANCI,ÇANLI,SANCI,SANCI,SANCI,4
SANCI,SANCI,SANCI,YANCI,SANCI,SANCI,SANCI,5
MARTI,TÜRKİ,TÜRKİ,TÜRKİ,TÜRKİ,TÜRKİ,TÜRKİ,1
MARTI,SARAT,SARAT,PORTE,SARAT,SARAT,BARET,1
MARTI,MARTO,VARTO,ZARTA,MARTO,VARTO,VARTA,2
MARTI,MARTI,MARTI,MARTI,MARTI,MARTI,MARTI,3
MARTI,MARTI,MARTI,MARTI,MARTI,MARTI,MARTI,4
MARTI,MARTI,MARTI,MARTI,MARTI,MARTI,MARTI,5
KOMUT,DÖKME,DÖKME,DÖKME,DÖKME,DÖKME,DÖKME,1
KOMUT,KAMAK,AKMAK,AŞMAK,KAMAK,HAMAK,SUMAK,1
KOMUT,KUMUU,KUMSU,KOMUT,KUMUU,KUMSU,KOMŞU,2
KOMUT,KOMUN,KOMUT,KOMUT,KOMUŞ,KOMUT,KOMUT,3
KOMUT,KOMUT,KOMUT,KOMUT,KOMUT,KOMUT,KOMUT,4
KOMUT,KOMUT,KOMUT,KOMUT,KOMUT,KOMUT,KOMUT,5
KEMAN,PAYDA,PAYDA,PAYDA,PAYDA,PAYDA,PAYDA,1
KEMAN,AERAK,EVRAK,NOTAM,AERAK,MERAK,İNKAR,1
KEMAN,KEKAN,KEŞAN,İMKAN,KEMAM,KEMAH,KOTAN,2
KEMAN,KEMAN,KEMAN,KUMAN,KEMAN,KEMAN,KEMAN,3
KEMAN,KEMAN,KEMAN,KEMAN,KEMAN,KEMAN,KEMAN,4
KEMAN,KEMAN,KEMAN,KEMAN,KEMAN,KEMAN,KEMAN,5
KESİK,YARAŞ,YARAŞ,YARAŞ,YARAŞ,YARAŞ,YARAŞ,1
KESİK,KELEK,KELEK,CÜNUN,KELEK,KELEK,MELİK,1
KESİK,KESİK,KESİK,ÇÖMEZ,KESİK,KESİK,BETİK,2
KESİK,KESİK,KESİK,TESTİ,KESİK,KESİK,ÇEKİK,3
KESİK,KESİK,KESİK,FESİH,KESİK,KESİK,KESİK,4
KESİK,KESİK,KESİK,KESİK,KESİK,KESİK,KESİK,5
MESAİ,KAYŞA,KAYŞA,KAYŞA,KAYŞA,KAYŞA,KAYŞA,1
MESAİ,AERAN,REVAN,SUARE,AERAN,BORAN,TİRAN,1
MESAİ,MELAL,MELAL,MESAJ,İELAL,HELAL,İHMAL,2
MESAİ,MESAT,MEMAT,MESAİ,MEVAT,MEMAT,MESAİ,3
MESAİ,MESAS,MESAİ,MESAİ,MESAİ,MESAİ,MESAİ,4
MESAİ,MESAİ,MESAİ,MESAİ,MESAİ,MESAİ,MESAİ,5
TÜZÜK,DESEN,DESEN,DESEN,DESEN,DESEN,DESEN,1
TÜZÜK,KARAA,ARAKA,AVŞAR,KARAA,KARGA,TARAK,1
TÜZÜK,KİLİK,KİLİT,FIKIH,TİKİK,ÇIKIK,TOPUK,2
TÜZÜK,TUTUK,TUTUK,BİÇKİ,BİLİK,BİTİK,TÜZÜK,3
TÜZÜK,TIPIK,TÜZÜK,KUMCU,TOLUK,TOPUK,TÜZÜK,4
TÜZÜK,TÜZÜK,TÜZÜK,YÜZÜK,TÜLÜK,TÜZÜK,TÜZÜK,5
ENDER,FEMUR,FEMUR,FEMUR,FEMUR,FEMUR,FEMUR,1
ENDER,EİKER,ENDER,JOKER,EİKER,ENDER,LİDER,1
ENDER,ENDER,ENDER,GÖZER,ENDER,ENDER,ENDER,2
ENDER,ENDER,ENDER,BİRER,ENDER,ENDER,ENDER,3
ENDER,ENDER,ENDER,SÜPER,ENDER,ENDER,ENDER,4
ENDER,ENDER,ENDER,TALER,ENDER,ENDER,ENDER,5
ROBOT,SOKMA,SOKMA,SOKMA,SOKMA,SOKMA,SOKMA,1
ROBOT,TORUU,TORUL,ROBOT,TORUU,TORTU,TORUN,1
ROBOT,ROTER,ROZET,ROBOT,ROTER,NOTER,ROBOT,2
ROBOT,ROFİT,ROBOT,ROBOT,ROFİT,ROBOT,ROBOT,3
ROBOT,ROBOT,ROBOT,ROBOT,ROBOT,ROBOT,ROBOT,4
ROBOT,ROBOT,ROBOT,ROBOT,ROBOT,ROBOT,ROBOT,5
TAŞRA,SOMUT,SOMUT,SOMUT,SOMUT,SOMUT,SOMUT,1
TAŞRA,TATAK,TATAR,TİTAN,TATAK,TATAR,TARİK,1
TAŞRA,TARTA,TAHRA,TAHIL,TARTA,TARLA,TAFRA,2
TAŞRA,TAFRA,TAFRA,TAYCA,TAHRA,TAHRA,TAHRA,3
TAŞRA,TAKRA,TAŞRA,TAKVA,TAHRA,TAŞRA,TAŞRA,4
TAŞRA,TAŞRA,TAŞRA,TAFRA,TAŞRA,TAŞRA,TAŞRA,5
HAMUR,ALKİL,ALKİL,ALKİL,ALKİL,ALKİL,ALKİL,1
HAMUR,SARAA,HASAR,IRAMA,SARAA,SARAY,SARAT,1
HAMUR,HATIR,HATIR,MAŞER,RATIR,HATIR,HAYIR,2
